"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Southwest Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",193,2600,-0.0022,0.0083,0.0213,9565
2020-01-31,"Briargate","CO","Colorado Springs","El Paso County","Colorado Springs",194,1619,0.0027,0.016,0.0246,18442
2020-01-31,"Sunnyside","NY","New York-Newark-Jersey City","Queens County","New York",195,2140,-0.0159,0.01,0.0195,9782
2020-01-31,"Newbury Park","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Thousand Oaks",196,3002,-0.0002,0.0015,0.0052,15143
2020-01-31,"Jamaica Plain","MA","Boston-Cambridge-Newton","Suffolk County","Boston",197,2788,0.0095,-0.0444,0.0389,15270
2020-01-31,"Carmel Valley","CA","San Diego-Carlsbad","San Diego County","San Diego",198,3252,-0.0123,-0.0254,0.0057,19093
2020-01-31,"Palms","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",199,3223,0.0002,0.0042,0.0235,5496
2020-01-31,"Coney Island","NY","New York-Newark-Jersey City","Kings County","New York",200,2216,0.0034,-0.0048,0.0203,12721
2020-01-31,"El Sereno","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",201,2451,0.0107,0.0148,0.0206,9371
2020-01-31,"Allapattah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",202,1724,-0.0092,0.0041,0.0347,6916
2020-01-31,"Englewood","IL","Chicago-Naperville-Elgin","Cook County","Chicago",203,1235,-0.0156,-0.0005,-0.0167,8447
2020-01-31,"East Boston","MA","Boston-Cambridge-Newton","Suffolk County","Boston",204,2611,0.0024,-0.033,0.0523,10160
2020-01-31,"Salem","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",205,1627,0.0137,0.0519,0.0933,16134
2020-01-31,"Jefferson Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",206,1568,-0.0159,-0.0195,0.0097,11933
2020-01-31,"Briarforest Area","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",207,1349,-0.0074,0.0157,0.0022,14180
2020-01-31,"Almaden Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",208,3411,0,-0.0079,-0.0006,16550
2020-01-31,"North Ironbound","NJ","New York-Newark-Jersey City","Essex County","Newark",209,1835,0.0056,0.0115,0.0804,5208
2020-01-31,"Rancho Bernardo","CA","San Diego-Carlsbad","San Diego County","San Diego",210,2518,0.003,0.0148,0.0376,16504
2020-01-31,"Kew Gardens Hills","NY","New York-Newark-Jersey City","Queens County","New York",211,2109,0.0112,0.0223,0.0096,16474
2020-01-31,"Olney","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",212,1132,0.0118,-0.0019,-0.0041,12078
2020-01-31,"Southeast Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",213,2385,-0.018,0.0012,-0.0117,7403
2020-01-31,"Oak Forest - Garden Oaks","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",214,1422,0.01,0.0005,0.0185,14737
2020-01-31,"Valley High-North Laguna","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",215,1679,0.0042,0.0111,0.0427,11514
2020-01-31,"Brighton","MA","Boston-Cambridge-Newton","Suffolk County","Boston",216,2763,0.0064,-0.0203,0.0099,29499
2020-01-31,"Rego Park","NY","New York-Newark-Jersey City","Queens County","New York",217,2060,0.0087,-0.0087,0.0019,20389
2020-01-31,"North Cheyenne","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",218,1334,-0.0127,-0.0049,0.0557,16171
2020-01-31,"Mar Vista","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",219,3433,-0.004,-0.0185,0.021,9831
2020-01-31,"Gulfton","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",220,1439,-0.0136,0.0045,-0.0175,1826
2020-01-31,"Coral Way","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",221,2037,-0.0109,-0.0341,-0.0226,16912
2020-01-31,"Ocean Parkway","NY","New York-Newark-Jersey City","Kings County","New York",222,2050,-0.0177,-0.0291,-0.0086,10074
2020-01-31,"Morris Heights","NY","New York-Newark-Jersey City","Bronx County","New York",223,1898,0.0061,0.0085,0.0993,1187
2020-01-31,"Melrose","NY","New York-Newark-Jersey City","Bronx County","New York",224,1929,-0.001,0.0171,0.0364,1926
2020-01-31,"Parkchester","NY","New York-Newark-Jersey City","Bronx County","New York",225,1778,0.0016,0.0396,0.0778,3184
2020-01-31,"Greater Greenspoint","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",226,1176,0.0058,0.0021,0.0169,3547
2020-01-31,"North","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",227,1574,-0.0058,0.0003,0.0198,13675
2020-01-31,"Edenvale - Seven Trees","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",228,3200,0.0028,0.0002,0.0144,8040
2020-01-31,"Bay Area","TX","Corpus Christi","Nueces County","Corpus Christi",229,1399,0.004,-0.0135,-0.006,13473
2020-01-31,"Longwood","NY","New York-Newark-Jersey City","Bronx County","New York",230,1821,0.0119,0.008,0.0214,2144
2020-01-31,"Greater Heights","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",231,1536,-0.0054,0.0006,0.0199,25170
2020-01-31,"Watts","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",232,2250,-0.0056,0.0114,-0.0036,5587
2020-01-31,"Woodhaven","NY","New York-Newark-Jersey City","Queens County","New York",233,2169,-0.0064,-0.0007,-0.0066,9482
2020-01-31,"Harbor Gateway","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",234,2366,-0.0154,-0.048,-0.0121,7011
2020-01-31,"River Oaks-Kirby-Balmoral","TN","Memphis","Shelby County","Memphis",235,1267,0.0053,-0.0124,0.0168,10246
2020-01-31,"North Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",236,2146,0.0139,0.0169,0.0556,18345
2020-01-31,"Mid Wilshire","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",237,3096,-0.0053,0.0025,0.032,8595
2020-01-31,"South Loop","IL","Chicago-Naperville-Elgin","Cook County","Chicago",238,1979,-0.0024,-0.0138,0.0221,32352
2020-01-31,"Addicks Park Ten","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",239,1405,0.0074,0.035,0.0404,3403
2020-01-31,"Mission","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",240,4265,0.0004,-0.0178,-0.0077,4871
2020-01-31,"Highbridge","NY","New York-Newark-Jersey City","Bronx County","New York",241,1892,0.0087,0.0157,0.0655,1400
2020-01-31,"Gage Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",242,1295,-0.0185,-0.0197,-0.0136,5281
2020-01-31,"Norwood","NY","New York-Newark-Jersey City","Bronx County","New York",243,1809,0.0071,0.0299,0.0695,2044
2020-01-31,"Lower Valley","TX","El Paso","El Paso County","El Paso",244,875,0.0022,0.0047,-0.0089,9587
2020-01-31,"Edgewater","IL","Chicago-Naperville-Elgin","Cook County","Chicago",245,1668,0.001,-0.0059,0.0284,15263
2020-01-31,"Green Valley North","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",246,1470,0.0051,0.0129,0.0624,16167
2020-01-31,"Newhall","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",247,2493,0.0016,0.0148,0.001,9364
2020-01-31,"Parkway Village-Oakhaven","TN","Memphis","Shelby County","Memphis",248,813,-0.0004,0.0293,0.046,11334
2020-01-31,"South End","WA","Seattle-Tacoma-Bellevue","Pierce County","Tacoma",249,1517,0.0182,0.0351,0.0545,14179
2020-01-31,"Bayside","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",250,1418,0.0067,0.0121,0.0288,15655
2020-01-31,"Lake View East","IL","Chicago-Naperville-Elgin","Cook County","Chicago",251,1749,-0.0067,-0.0324,-0.0073,19627
2020-01-31,"Fort Greene","NY","New York-Newark-Jersey City","Kings County","New York",252,2886,0.0069,0.0278,0.0436,9373
2020-01-31,"Whitestone","NY","New York-Newark-Jersey City","Queens County","New York",253,2207,0.0017,-0.0021,-0.0034,22249
2020-01-31,"Fern Creek","KY","Louisville/Jefferson County","Jefferson County","Louisville",254,1098,-0.0209,-0.0226,-0.0084,12885
2020-01-31,"Far Eastside","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",255,888,0.0205,0.0263,0.0441,10974
2020-01-31,"West Oak Lane","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",256,1228,-0.0066,-0.0223,-0.0101,14492
2020-01-31,"Tarzana","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",257,2950,-0.0048,0.0144,0.0194,11923
2020-01-31,"Anaheim Hills","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",258,2827,-0.0072,-0.043,-0.0228,16064
2020-01-31,"South Shore","IL","Chicago-Naperville-Elgin","Cook County","Chicago",259,1197,-0.0125,-0.0128,-0.0257,9462
2020-01-31,"West Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",260,2960,-0.0159,-0.0009,-0.0073,14682
2020-01-31,"North Park","CA","San Diego-Carlsbad","San Diego County","San Diego",261,2372,0.0043,0.0007,0.0668,10896
2020-01-31,"Greater Inwood","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",262,1282,0.0003,0.0137,0.0219,8978
2020-01-31,"Charleston Heights","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",263,1281,0.0114,0.0347,0.0632,12784
2020-01-31,"South Boston","MA","Boston-Cambridge-Newton","Suffolk County","Boston",264,3096,0.0037,0.0037,0.0545,21359
2020-01-31,"Powers","CO","Colorado Springs","El Paso County","Colorado Springs",265,1751,0.0196,0.0256,0.0592,16155
2020-01-31,"Co-op City","NY","New York-Newark-Jersey City","Bronx County","New York",266,1833,0.0061,-0.0185,-0.0419,15508
2020-01-31,"Arleta","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",267,2557,0.0056,0.0097,0.0233,7987
2020-01-31,"Silver Lake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",268,2963,-0.0153,-0.0129,0.0182,9562
2020-01-31,"Wakefield","NY","New York-Newark-Jersey City","Bronx County","New York",269,2006,-0.0023,0.0062,0.0272,8452
2020-01-31,"Studio City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",270,3235,-0.002,-0.0129,0.0128,13086
2020-01-31,"Dyker Heights","NY","New York-Newark-Jersey City","Kings County","New York",271,2186,0.0009,-0.012,0.0178,8854
2020-01-31,"Westchester","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",272,2847,-0.0031,-0.0078,0.0123,10716
2020-01-31,"Mayfair","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",273,1218,0.0115,0.0213,0.0309,12412
2020-01-31,"Chatsworth","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",274,2800,-0.0124,-0.0048,0.0152,11005
2020-01-31,"St. Albans","NY","New York-Newark-Jersey City","Queens County","New York",275,2210,0.0005,0.0024,-0.0032,13231
2020-01-31,"Hollis","NY","New York-Newark-Jersey City","Queens County","New York",276,2164,-0.0031,-0.0042,-0.0228,9822
2020-01-31,"Saugus","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",277,2581,0.0115,-0.0088,-0.0051,15285
2020-01-31,"Berryessa","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",278,3198,-0.0004,-0.0112,0.0006,11284
2020-01-31,"Central","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","North Miami",279,1596,-0.0038,-0.0158,-0.0179,9286
2020-01-31,"Throggs Neck","NY","New York-Newark-Jersey City","Bronx County","New York",280,2008,-0.0064,0.0128,0.0208,10910
2020-01-31,"Downtown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",281,2654,-0.0052,-0.0096,0.0411,15198
2020-01-31,"La Sierra","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",282,2070,0.0002,0.0089,0.0541,7236
2020-01-31,"La Jolla","CA","San Diego-Carlsbad","San Diego County","San Diego",283,3979,-0.0188,0.011,0.0326,19135
2020-01-31,"Gateway - Green Valley Ranch","CO","Denver-Aurora-Lakewood","Denver County","Denver",284,1826,0.0035,0.033,0.0185,12532
2020-01-31,"Southwest Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",285,1634,0.0027,0.0174,0.0603,13592
2020-01-31,"Rancho Charleston","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",286,1348,-0.0035,-0.0038,0.0628,8864
2020-01-31,"North Central","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Pasadena",287,2460,0.0043,-0.0025,-0.0011,5998
2020-01-31,"West Raleigh","NC","Raleigh","Wake County","Raleigh",288,1270,0.0132,0.0175,0.0533,9440
2020-01-31,"Back of the Yards","IL","Chicago-Naperville-Elgin","Cook County","Chicago",289,1338,-0.019,-0.0188,-0.0107,4277
2020-01-31,"Riverview West","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",290,2475,-0.0101,0.004,-0.006,5844
2020-01-31,"Summerlin South","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",291,1700,0.0011,-0.0147,0.0322,15453
2020-01-31,"Overbrook","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",292,1309,-0.0083,-0.003,0.0389,10952
2020-01-31,"Montbello","CO","Denver-Aurora-Lakewood","Denver County","Denver",293,2102,-0.0029,0.0502,0.0938,7836
2020-01-31,"East Tremont","NY","New York-Newark-Jersey City","Bronx County","New York",294,1730,0.0002,0.0199,0.0329,2691
2020-01-31,"Cobbs Creek","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",295,1184,0.0289,0.0004,0.0186,13132
2020-01-31,"Park Mesa Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",296,2330,-0.0122,-0.0176,-0.0205,8783
2020-01-31,"Del Rey","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",297,3695,-0.0022,-0.0088,0.02,10334
2020-01-31,"M Streets","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",298,1607,0.0047,0.0014,0.0375,19374
2020-01-31,"Hollywood Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",299,3106,-0.0197,-0.0158,0.0072,15098
2020-01-31,"Shelby Forest-Frayser","TN","Memphis","Shelby County","Memphis",300,739,0.0177,0.0557,0.0613,11841
2020-01-31,"Central Islip","NY","New York-Newark-Jersey City","Suffolk County","Town of Islip",301,2494,-0.0097,-0.0052,0.0143,1848
2020-01-31,"East Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",302,1190,0.0198,0.016,0.1312,6757
2020-01-31,"Whitney","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",303,1245,0.0063,-0.0012,0.0555,13888
2020-01-31,"Sawtelle","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",304,3484,-0.0118,-0.0175,0.0124,6779
2020-01-31,"Capitol Hill","WA","Seattle-Tacoma-Bellevue","King County","Seattle",305,2169,-0.0104,-0.0121,0.0054,12518
2020-01-31,"Fort Bend - Houston","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",306,1494,-0.0038,0.0085,0.028,11854
2020-01-31,"Greenpoint","NY","New York-Newark-Jersey City","Kings County","New York",307,2786,-0.0271,-0.0329,0.0237,6794
2020-01-31,"Corona Valley","CA","Riverside-San Bernardino-Ontario","Riverside County","Eastvale",308,2415,0.0018,-0.0021,-0.0016,15119
2020-01-31,"Columbia Heights","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",309,2463,-0.0027,-0.0014,0.013,9558
2020-01-31,"Huntington Station","NY","New York-Newark-Jersey City","Suffolk County","Huntington",310,2803,-0.0021,-0.0085,0.0101,1328
2020-01-31,"Berclair-Highland Heights","TN","Memphis","Shelby County","Memphis",311,830,0.0132,0.0532,0.0704,13817
2020-01-31,"Rochdale","NY","New York-Newark-Jersey City","Queens County","New York",312,2186,-0.0164,-0.013,-0.0098,12615
2020-01-31,"Old Brooklyn","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",313,822,0.012,0.0205,-0.012,12446
2020-01-31,"Glendale","NY","New York-Newark-Jersey City","Queens County","New York",314,2172,-0.0102,0.0084,0.0085,9070
2020-01-31,"Prospect Lefferts Gardens","NY","New York-Newark-Jersey City","Kings County","New York",315,2221,0.0121,-0.0317,0.0317,4996
2020-01-31,"Venice","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",316,4234,-0.0114,-0.0269,0.0248,14707
2020-01-31,"South Corona","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",317,2487,0.0048,0.0079,0.0308,9681
2020-01-31,"Northwest Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",318,2498,-0.0056,0.0126,0.0186,3783
2020-01-31,"Mears Corner","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",319,1547,0.0137,0.0221,0.0256,11033
2020-01-31,"Otay Mesa West","CA","San Diego-Carlsbad","San Diego County","San Diego",320,2355,0.0203,0.0236,0.0532,7058
2020-01-31,"Somerton","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",321,1361,-0.0017,0.0199,0.0305,9031
2020-01-31,"Bay Terraces","CA","San Diego-Carlsbad","San Diego County","San Diego",322,2301,0.024,0.0354,0.0466,8111
2020-01-31,"Brentwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",323,4348,-0.025,-0.0478,-0.0185,12004
2020-01-31,"West Roxbury","MA","Boston-Cambridge-Newton","Suffolk County","Boston",324,2582,0.0228,-0.047,0.0606,10958
2020-01-31,"Little Haiti","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",325,1758,-0.0021,-0.0269,-0.0095,6115
2020-01-31,"Mount Lebanon","PA","Pittsburgh","Allegheny County","Pittsburgh",326,1389,0.0183,0.0512,0.044,12134
2020-01-31,"Kingsbridge","NY","New York-Newark-Jersey City","Bronx County","New York",327,1903,-0.0013,0.0117,0.0936,4449
2020-01-31,"Spring Branch West","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",328,1405,-0.0078,-0.0036,0.0234,8921
2020-01-31,"Westwood","OH","Cincinnati","Hamilton County","Cincinnati",329,979,-0.0021,0.021,0.0535,7452
2020-01-31,"Winnetka Heights","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",330,1439,-0.0204,-0.0083,-0.018,9365
2020-01-31,"Lincoln Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",331,2402,0.0024,0.0023,-0.0016,3510
2020-01-31,"Middle Village","NY","New York-Newark-Jersey City","Queens County","New York",332,2115,-0.0055,-0.0188,-0.0136,11408
2020-01-31,"Flowing Wells","AZ","Tucson","Pima County","Tucson",333,972,-0.0052,-0.0377,0,4636
2020-01-31,"Makiki-Lower Punchbowl-Tantalus","HI","Urban Honolulu","Honolulu County","Honolulu",334,2157,-0.0075,-0.0305,-0.0444,1165
2020-01-31,"Ocean Hill","NY","New York-Newark-Jersey City","Kings County","New York",335,2364,0.0082,0.0166,0.0354,5905
2020-01-31,"The Colony","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",336,2339,-0.0221,-0.0087,-0.0028,6788
2020-01-31,"Bustleton","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",337,1342,-0.007,-0.0458,0.0119,10007
2020-01-31,"Pacific Beach","CA","San Diego-Carlsbad","San Diego County","San Diego",338,3167,0.0005,-0.0136,0.0719,11421
2020-01-31,"Eastside-ENACT","WA","Seattle-Tacoma-Bellevue","Pierce County","Tacoma",339,1547,0.0188,0.0344,0.0589,10439
2020-01-31,"Jefferson Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",340,2412,-0.0218,-0.0267,-0.0581,4565
2020-01-31,"Neartown - Montrose","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",341,1633,-0.0135,-0.0196,-0.012,17386
2020-01-31,"Norwood Cherrylee","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","El Monte",342,2410,0.0019,0.0104,0.0221,6428
2020-01-31,"Eagle Rock","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",343,2513,-0.0018,0.0044,-0.014,7900
2020-01-31,"Downtown","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",344,2471,0.0016,0.0054,0.0089,10209
2020-01-31,"Poly High District","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",345,2199,0.0043,0.0134,0.0012,4102
2020-01-31,"Briarwood","NY","New York-Newark-Jersey City","Queens County","New York",346,2066,0.0043,0.0248,-0.0015,11562
2020-01-31,"Sugar House","UT","Salt Lake City","Salt Lake County","Salt Lake City",347,1541,-0.0013,-0.0173,0.0103,13144
2020-01-31,"Payne Phalen","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",348,1264,0.0142,0.0102,0.0318,7634
2020-01-31,"South End","MA","Boston-Cambridge-Newton","Suffolk County","Boston",349,3077,-0.002,-0.0104,0.0276,13504
2020-01-31,"Westchase","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",350,1203,0.021,0.0311,0.0386,6443
2020-01-31,"Bronzeville","IL","Chicago-Naperville-Elgin","Cook County","Chicago",351,1553,0.0017,0.0054,0.0212,7301
2020-01-31,"Mountain View","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","El Monte",352,2292,-0.009,-0.0101,-0.0015,3935
2020-01-31,"Bellerose","NY","New York-Newark-Jersey City","Queens County","New York",353,2116,-0.0046,-0.0073,-0.0237,11011
2020-01-31,"Washington Avenue Coalition - Memorial Park","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",354,1720,-0.0044,0.0039,-0.0004,19458
2020-01-31,"Alum Rock-East Foothills","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",355,2928,-0.012,-0.022,-0.0226,6919
